grid,richness,count,species_richness_3,species_richness_4,species_richness_2,count_3,count_4,count_2,MeanTrophicLevel,MaxTrophicPosition,FRic,FEve,FDiv,shannonDiv,pielouEven,richnessRes,richnessMig,countRes,countMig,totalBiomass,biomass3,biomass4,biomass2
216,4,6,3,1,0,5,1,0,3.25,3.6999999999999997,10.815883916236615,0.8192812550377652,0.8177574378156245,1.3296613488547582,0.9591479170272448,3,1,4,2,802.4,711,91.4,0
219,8,20,5,3,0,15,5,0,3.145,3.6999999999999997,48.434657317364525,0.8288071948898366,0.7156127564730284,1.773674807164117,0.8529572828151202,7,1,19,1,4128.48,3682,446.48,0
221,10,25,6,3,1,15,6,4,3.0840000000000005,3.9000000000000004,83.6777263107386,0.8573115907637392,0.7322461944464754,2.120663400154242,0.9209924126611749,7,3,19,6,17587.95,3220.67,11271.759999999998,3095.52
225,5,22,5,0,0,22,0,0,2.9681818181818187,3.2,26.445869646737165,0.894221352686645,0.833914964281632,1.4038946468399993,0.8722887885229204,4,1,16,6,11518.03,11518.03,0,0
23,14,75,5,6,3,38,15,22,3.0493333333333337,4,117.27055732346341,0.7100017591500986,0.9087834377060878,1.9133533014746973,0.7250139206917647,12,2,72,3,34537.41,15350.4,5654.25,13532.76
237,7,27,5,2,0,25,2,0,3.085185185185185,3.8000000000000003,23.547211505611312,0.6444485829482349,0.4160161396445143,1.5685086363351275,0.8060539882052602,6,1,25,2,4998.15,4447.92,550.23,0
238,10,15,6,4,0,10,5,0,3.26,3.8000000000000003,30.933549248219116,0.8288933228766997,0.738562873148923,2.2459520807289133,0.9754045952796937,10,0,15,0,7423.4400000000005,2955.5,4467.9400000000005,0
245,16,192,8,5,3,44,77,71,3.1520833333333336,4,110.0798370862174,0.565724706751161,0.9349396971078626,2.03977376477934,0.7356928737456413,13,3,159,33,192915.49,21803.09,51660.68,119451.72
251,5,115,2,1,2,56,1,58,2.3547826086956523,3.6999999999999997,26.480022298363505,0.7323091837757746,0.5804077325216004,1.1225593026842406,0.6974853108725961,3,2,57,58,89483.07,39781.229999999996,91.4,49610.44
252,29,240,14,8,7,124,70,46,3.130833333333334,4,114.74016586563278,0.6356071775495802,0.8097640039909835,2.516079238188936,0.7472106299015144,17,12,88,152,232043.46,65544.7,128975.40999999999,37523.35
262,5,22,4,1,0,21,1,0,3.059090909090909,3.8000000000000003,12.328605812901273,0.45802639252303096,0.34246406586637623,0.7261928332614538,0.4512089765321645,4,1,21,1,3749.1299999999997,3664.7599999999998,84.37,0
263,4,13,1,2,1,2,10,1,3.5307692307692307,3.6999999999999997,21.408274485046704,0.5600335598954685,0.6049173187986299,0.937155853065701,0.6760150508789765,4,0,13,0,9634.36,506,8354.48,773.88
271,11,28,7,4,0,19,9,0,3.3285714285714287,4,72.68275347612732,0.7630720173478539,0.71786801148658,2.0910015614682065,0.8720153816509193,9,2,24,4,14194.43,5671.33,8523.1,0
277,5,21,4,1,0,20,1,0,3.104761904761905,3.9000000000000004,51.072141248136234,0.814987796534144,0.6227853143053248,1.0734971420486383,0.6670012765047211,4,1,20,1,11554.6,9025.63,2528.97,0
280,11,33,7,4,0,29,4,0,3.1303030303030304,4,55.22077015334573,0.7932349868235349,0.6038154401594195,1.8716393672126406,0.7805342411924506,8,3,29,4,12796.119999999999,8193.97,4602.15,0
281,12,163,4,2,6,47,6,110,2.3699386503067483,4,80.19376650983597,0.5334124184223729,0.7730581223776618,1.8567480168020587,0.7472103698384271,8,4,73,90,206514.19,27163.11,2226.4,177124.68
285,11,27,5,3,3,14,7,6,3,4,101.00908232664739,0.7693230091582852,0.887171589628621,2.0861816812362646,0.8700053354714141,10,1,24,3,14116.85,5206.69,4287.4,4622.76
291,11,34,6,5,0,29,5,0,3.1058823529411765,4,73.50030744144912,0.7576918997297047,0.48584356113152066,1.742793580526906,0.7268013746459604,11,0,34,0,11385.37,9770.08,1615.29,0
292,3,8,2,1,0,7,1,0,3.15,3.5999999999999996,1.962610790508574,0.6516890623298146,0.8484243422019823,0.9002560512685369,0.8194483718728035,3,0,8,0,4208.33,3337,871.33,0
293,16,121,11,4,1,101,18,2,3.274380165289256,3.9000000000000004,84.47654451630336,0.6885965506251382,0.9256314040073711,1.4407562763054031,0.5196429837388635,9,7,15,106,100934.41,56358.3,39356.10999999999,5220
294,17,75,11,6,0,61,14,0,3.2560000000000002,4,79.29732374727192,0.6086108828524462,0.7017954268916538,2.3847570986439943,0.8417146218963582,11,6,40,35,16874.67,9006.01,7868.66,0
300,6,181,2,2,2,122,24,35,2.7988950276243094,4,43.68839597558332,0.6872268038107517,0.5335447737035378,1.2154951872613027,0.6783807805324312,6,0,181,0,162262.44,82958.76,9987.12,69316.56
306,17,63,9,6,2,34,12,17,2.9571428571428573,4,91.0743595766076,0.668833933354549,0.7083150007070919,2.3246222518527535,0.8204896594637204,12,5,48,15,31520.97,10662.77,4703.84,16154.36
319,32,32,14,10,8,14,10,8,3.028125,4,132.59484268915938,0.8903062977027422,0.7814004333444577,3.4657359027997265,1,22,10,22,10,25729.1,11212.7,5940.62,8575.78
320,18,74,7,8,3,18,36,20,3.2513513513513512,4,122.6998948065007,0.7059311484340113,0.9243799390251067,2.3660363691023476,0.8185924051598579,14,4,44,30,59738.04,3382.15,43125.32,13230.57
332,5,10,5,0,0,10,0,0,3.14,3.3000000000000003,1.9896291456537967,0.8155892272906581,0.6914903768545978,1.5047882836811908,0.9349775297671233,4,1,9,1,4841.46,4841.46,0,0
333,10,13,6,4,0,9,4,0,3.353846153846154,4,29.140553709845737,0.8246261148379006,0.6396364155052829,2.1383972463477243,0.9286941242059252,9,1,12,1,4764.14,2722.43,2041.71,0
349,15,122,11,2,2,116,2,4,2.8491803278688526,3.8000000000000003,67.80359927100764,0.5940691891255068,0.7322930767736647,1.8461798785109436,0.6817376863100711,10,5,43,79,63346.95,56028.96,550.23,6767.76
364,5,18,4,0,1,11,0,7,2.7333333333333334,3.3000000000000003,21.944301336426072,0.9583514437905336,0.7839907663433071,1.4264444338582805,0.8862997589642573,4,1,15,3,10657.54,3657.82,0,6999.72
366,5,6,5,0,0,6,0,0,3.0833333333333335,3.4000000000000004,14.029954283424457,0.7599434831963946,0.8386206558629721,1.5607104090414063,0.9697238998682473,4,1,5,1,1154,1154,0,0
367,12,114,7,1,4,16,1,97,2.4061403508771932,4,115.69959057319618,0.6122206112009813,0.9386542158641987,1.5516210596889228,0.6244182492011517,6,6,59,55,189838.23,7870.36,427,181540.87
373,5,69,5,0,0,69,0,0,2.9898550724637682,3.3000000000000003,18.24825720866448,0.3842073425955008,0.36938376771125164,0.9345607282602827,0.580675228935586,4,1,68,1,12340.25,12340.25,0,0
382,20,171,14,5,1,147,8,16,3.0122807017543862,4,79.11235000082156,0.7132928483671648,0.49922590228710745,1.9439375466626405,0.648902294715558,11,9,120,51,65440.31,51760.45,8209.62,5470.24
412,13,31,12,1,0,29,2,0,3.0516129032258066,3.5,54.83223174090344,0.8027286021314314,0.7248239571998494,2.287809649105901,0.8919511967948116,9,4,21,10,9723.63,9391.39,332.24,0
421,6,32,3,2,1,7,10,15,2.990625,4,70.56625226465016,0.7240186541007356,0.9081934248090726,1.361759464732271,0.7600124280738189,6,0,32,0,45844.05,1370.99,5323.0599999999995,39150
423,11,42,9,1,1,26,1,15,2.7452380952380953,3.8000000000000003,67.1964769016333,0.7578039194315092,0.6561131826249934,1.8080506968860377,0.7540157059386594,8,3,37,5,20348.77,5265,84.37,14999.400000000001
429,7,55,4,3,0,50,5,0,2.892727272727273,4,61.762107238854924,0.4288692794333535,0.8294410979891007,1.3527829655664243,0.695192923590621,7,0,55,0,27350.62,25519.39,1831.23,0
49,11,24,5,5,1,9,11,4,3.3708333333333336,4,81.39750923216658,0.8423156664125113,0.7715532148783832,2.2898178486578242,0.9549282133516953,9,2,21,3,10865.47,3467.4,4302.55,3095.52
56,14,47,8,6,0,34,13,0,3.2510638297872343,4,82.2292816402893,0.7266648371320672,0.745599155838584,2.3063032713456346,0.8739117735202308,12,2,33,14,19215.23,12820.49,6394.74,0
6,8,35,3,3,2,11,4,20,2.7742857142857145,4,88.14243648128824,0.5218012240610798,0.83871381892682,1.7561808729059711,0.8445444787484986,7,1,33,2,14949.710000000001,2632.89,2409.14,9907.68
71,10,15,4,6,0,7,8,0,3.393333333333333,4,73.50030744144912,0.7110779860132741,0.8502424307336564,2.1535324566542537,0.9352672625244962,10,0,15,0,2964.6,1712.63,1251.97,0
78,14,41,6,5,3,8,17,16,3.1487804878048777,4,108.93638737630766,0.8179385264333785,0.8744468970176812,2.21260742994307,0.8384082471848538,12,2,38,3,27031.260000000002,3613.63,11969.89,11447.74
85,8,11,4,4,0,5,6,0,3.436363636363636,4,55.45210713647611,0.7758681287712249,0.6883328778065784,2.0198149924929463,0.9713256910609176,7,1,10,1,5206.02,762.64,4443.38,0
88,7,12,4,3,0,7,5,0,3.358333333333334,3.8000000000000003,15.537659896498088,0.8318973102752414,0.7718807332338674,1.8636799873410002,0.957742056202218,6,1,11,1,4874.98,2313,2561.98,0
89,13,33,8,4,1,19,11,3,3.3000000000000003,4,62.96898892774103,0.7844695246862493,0.6806072889587935,2.314698707480702,0.9024344674670297,12,1,31,2,18910.88,11988.82,6457.06,465
91,18,231,10,5,3,73,34,124,2.777056277056277,4,109.00002471074151,0.6497713211545425,0.8337207508517402,1.7534259151282054,0.6066437337474139,15,3,224,7,359536.15,22096.09,23001.18,314438.88
94,15,345,7,5,3,239,7,99,2.831304347826087,3.8000000000000003,93.35457332104119,0.6199380761753754,0.5653564904781956,1.2421197102747445,0.4586767666896228,14,1,339,6,263753.32,47421.77,2647.83,213683.72
95,12,25,6,5,1,15,8,2,3.3280000000000003,4,79.42965133446776,0.7744044921204886,0.8668447870981626,2.3215405721828426,0.9342566540199426,12,0,25,0,15061.71,6920.63,6593.32,1547.76
98,19,60,6,8,5,17,13,30,2.7583333333333333,4,106.5172343787521,0.7677487543549105,0.846917572776805,2.5258963987639373,0.8578531994162804,17,2,41,19,37370.24,3564.34,9065.1,24740.8
99,11,18,6,4,1,12,5,1,3.238888888888889,4,53.19736705237109,0.7657317056117483,0.5945840419364029,2.212256610922266,0.922582664897011,10,1,17,1,5801.62,3232.1,2414.52,155
