grid,area,logArea,logWV,perWV,WVclass,count_2,count_3,count_4,MaxTrophicPosition,MeanTrophicLevel,biomass_2,biomass_3,biomass_4,trophLevel,richness
12,0.21,1.632268215499513,0.13750352374993502,4.761904761904762,0,0,6,3,3.8,3.2333333333333334,0,12751.08,4142.7300000000005,richness_4,3
49,27.565,8.111918113555461,7.710462073979161,75.62125884273534,2,85,107,53,4,2.8665306122448984,48455.48,48881.22,33566.69,richness_2,5
49,27.565,8.111918113555461,7.710462073979161,75.62125884273534,2,85,107,53,4,2.8665306122448984,48455.48,48881.22,33566.69,richness_3,14
49,27.565,8.111918113555461,7.710462073979161,75.62125884273534,2,85,107,53,4,2.8665306122448984,48455.48,48881.22,33566.69,richness_4,9
245,1.079,3.559491813205038,3.2764966656403565,80.53753475440223,2,66,25,3,3.7,2.321276595744681,39578.11,5195.29,2027.21,richness_2,2
245,1.079,3.559491813205038,3.2764966656403565,80.53753475440223,2,66,25,3,3.7,2.321276595744681,39578.11,5195.29,2027.21,richness_3,4
245,1.079,3.559491813205038,3.2764966656403565,80.53753475440223,2,66,25,3,3.7,2.321276595744681,39578.11,5195.29,2027.21,richness_4,3
271,2.239,4.547819956577703,2.5533605033353277,21.750781598928093,0,6,43,10,3.8,3.1389830508474574,9219.84,33751.99,9929.02,richness_2,2
271,2.239,4.547819956577703,2.5533605033353277,21.750781598928093,0,6,43,10,3.8,3.1389830508474574,9219.84,33751.99,9929.02,richness_3,6
271,2.239,4.547819956577703,2.5533605033353277,21.750781598928093,0,6,43,10,3.8,3.1389830508474574,9219.84,33751.99,9929.02,richness_4,7
293,0.4,2.321928094887362,1.1375035237499351,30,1,7,7,2,3.8,2.66875,3637.27,2177.87,543.2,richness_2,1
293,0.4,2.321928094887362,1.1375035237499351,30,1,7,7,2,3.8,2.66875,3637.27,2177.87,543.2,richness_3,5
293,0.4,2.321928094887362,1.1375035237499351,30,1,7,7,2,3.8,2.66875,3637.27,2177.87,543.2,richness_4,2
294,0.01,0.13750352374993502,0.13750352374993502,100,2,0,14,4,3.5999999999999996,3.1500000000000004,0,5619.28,5212,richness_2,0
294,0.01,0.13750352374993502,0.13750352374993502,100,2,0,14,4,3.5999999999999996,3.1500000000000004,0,5619.28,5212,richness_3,4
294,0.01,0.13750352374993502,0.13750352374993502,100,2,0,14,4,3.5999999999999996,3.1500000000000004,0,5619.28,5212,richness_4,1
252,1.26,3.765534746362977,0.5849625007211562,3.968253968253969,0,13,102,81,4,3.3382653061224494,9441.56,115021.04,193143.08,richness_2,2
252,1.26,3.765534746362977,0.5849625007211562,3.968253968253969,0,13,102,81,4,3.3382653061224494,9441.56,115021.04,193143.08,richness_3,10
252,1.26,3.765534746362977,0.5849625007211562,3.968253968253969,0,13,102,81,4,3.3382653061224494,9441.56,115021.04,193143.08,richness_4,8
300,2.698,4.806324057390029,1.7570232465074596,8.82134914751668,0,5,8,3,4,3.0375,2012.76,1808,945.4,richness_2,2
300,2.698,4.806324057390029,1.7570232465074596,8.82134914751668,0,5,8,3,4,3.0375,2012.76,1808,945.4,richness_3,2
300,2.698,4.806324057390029,1.7570232465074596,8.82134914751668,0,5,8,3,4,3.0375,2012.76,1808,945.4,richness_4,2
251,0.42,2.37851162325373,2.37851162325373,100,2,8,29,16,3.8,3.1849056603773587,5682.5,35583.25,26921.76,richness_2,2
251,0.42,2.37851162325373,2.37851162325373,100,2,8,29,16,3.8,3.1849056603773587,5682.5,35583.25,26921.76,richness_3,6
251,0.42,2.37851162325373,2.37851162325373,100,2,8,29,16,3.8,3.1849056603773587,5682.5,35583.25,26921.76,richness_4,4
263,0.99,3.4462562298895643,3.4462562298895643,100,2,17,2,7,3.7,2.7807692307692307,11884.61,347.29,5205.88,richness_2,2
263,0.99,3.4462562298895643,3.4462562298895643,100,2,17,2,7,3.7,2.7807692307692307,11884.61,347.29,5205.88,richness_3,2
263,0.99,3.4462562298895643,3.4462562298895643,100,2,17,2,7,3.7,2.7807692307692307,11884.61,347.29,5205.88,richness_4,3
211,0.5599999999999999,2.722466024471091,0.8479969065549501,14.285714285714288,0,2,9,2,3.7,2.9692307692307693,1293.49,1523.58,1394.4,richness_2,2
211,0.5599999999999999,2.722466024471091,0.8479969065549501,14.285714285714288,0,2,9,2,3.7,2.9692307692307693,1293.49,1523.58,1394.4,richness_3,4
211,0.5599999999999999,2.722466024471091,0.8479969065549501,14.285714285714288,0,2,9,2,3.7,2.9692307692307693,1293.49,1523.58,1394.4,richness_4,2
237,0.194,1.5558161550616396,1.5558161550616396,100,2,0,5,7,3.7,3.3833333333333333,0,895.64,5444.4,richness_2,0
237,0.194,1.5558161550616396,1.5558161550616396,100,2,0,5,7,3.7,3.3833333333333333,0,895.64,5444.4,richness_3,3
237,0.194,1.5558161550616396,1.5558161550616396,100,2,0,5,7,3.7,3.3833333333333333,0,895.64,5444.4,richness_4,3
238,4.445,5.506208389306745,3.0959244199985356,16.985376827896513,0,1,14,3,4,2.9833333333333334,519.61,4247.38,549.49,richness_2,1
238,4.445,5.506208389306745,3.0959244199985356,16.985376827896513,0,1,14,3,4,2.9833333333333334,519.61,4247.38,549.49,richness_3,6
238,4.445,5.506208389306745,3.0959244199985356,16.985376827896513,0,1,14,3,4,2.9833333333333334,519.61,4247.38,549.49,richness_4,3
262,0.34,2.137503523749935,0.8479969065549501,23.52941176470588,0,2,16,5,4,3.082608695652174,1039.22,4008.49,3712.14,richness_2,1
262,0.34,2.137503523749935,0.8479969065549501,23.52941176470588,0,2,16,5,4,3.082608695652174,1039.22,4008.49,3712.14,richness_3,6
262,0.34,2.137503523749935,0.8479969065549501,23.52941176470588,0,2,16,5,4,3.082608695652174,1039.22,4008.49,3712.14,richness_4,4
160,1.844,4.280956313831056,1.7398481026993278,12.689804772234272,0,6,15,8,4,2.931034482758621,4478.83,5223.58,3032.62,richness_2,3
160,1.844,4.280956313831056,1.7398481026993278,12.689804772234272,0,6,15,8,4,2.931034482758621,4478.83,5223.58,3032.62,richness_3,3
160,1.844,4.280956313831056,1.7398481026993278,12.689804772234272,0,6,15,8,4,2.931034482758621,4478.83,5223.58,3032.62,richness_4,4
162,2.4659999999999997,4.681449265314957,4.618238655595454,95.53933495539336,2,18,8,47,4,3.317808219178082,10891.67,1963.08,39771.4,richness_2,4
162,2.4659999999999997,4.681449265314957,4.618238655595454,95.53933495539336,2,18,8,47,4,3.317808219178082,10891.67,1963.08,39771.4,richness_3,6
162,2.4659999999999997,4.681449265314957,4.618238655595454,95.53933495539336,2,18,8,47,4,3.317808219178082,10891.67,1963.08,39771.4,richness_4,4
187,0.24,1.765534746362977,1.765534746362977,100,2,3,10,4,4,3.047058823529412,465,2627.71,2248.4,richness_2,1
187,0.24,1.765534746362977,1.765534746362977,100,2,3,10,4,4,3.047058823529412,465,2627.71,2248.4,richness_3,6
187,0.24,1.765534746362977,1.765534746362977,100,2,3,10,4,4,3.047058823529412,465,2627.71,2248.4,richness_4,3
216,0.01,0.13750352374993502,0.13750352374993502,100,2,0,8,1,3.8,3.088888888888889,0,1427.1,458.83,richness_2,0
216,0.01,0.13750352374993502,0.13750352374993502,100,2,0,8,1,3.8,3.088888888888889,0,1427.1,458.83,richness_3,2
216,0.01,0.13750352374993502,0.13750352374993502,100,2,0,8,1,3.8,3.088888888888889,0,1427.1,458.83,richness_4,1
349,1.308,3.815575428862573,2.922197848396367,50.30581039755352,1,46,21,8,3.7,2.492,24410.6,6798.4400000000005,9453.96,richness_2,2
349,1.308,3.815575428862573,2.922197848396367,50.30581039755352,1,46,21,8,3.7,2.492,24410.6,6798.4400000000005,9453.96,richness_3,8
349,1.308,3.815575428862573,2.922197848396367,50.30581039755352,1,46,21,8,3.7,2.492,24410.6,6798.4400000000005,9453.96,richness_4,3
364,3.922,5.3298411765306275,3.680324356844016,30.137684854665984,1,115,8,2,4,2.1656,112014.9,3161.45,518.4,richness_2,2
364,3.922,5.3298411765306275,3.680324356844016,30.137684854665984,1,115,8,2,4,2.1656,112014.9,3161.45,518.4,richness_3,5
364,3.922,5.3298411765306275,3.680324356844016,30.137684854665984,1,115,8,2,4,2.1656,112014.9,3161.45,518.4,richness_4,2
373,0.065,0.722466024471091,0.632268215499513,84.61538461538461,2,0,6,1,3.7,3.142857142857143,0,2192,91.4,richness_2,0
373,0.065,0.722466024471091,0.632268215499513,84.61538461538461,2,0,6,1,3.7,3.142857142857143,0,2192,91.4,richness_3,4
373,0.065,0.722466024471091,0.632268215499513,84.61538461538461,2,0,6,1,3.7,3.142857142857143,0,2192,91.4,richness_4,1
28,6.452999999999999,6.034083626615416,3.82273014794452,20.37811870447854,0,100,22,14,4,2.388235294117647,56339.82,13598.89,7089.07,richness_2,3
28,6.452999999999999,6.034083626615416,3.82273014794452,20.37811870447854,0,100,22,14,4,2.388235294117647,56339.82,13598.89,7089.07,richness_3,7
28,6.452999999999999,6.034083626615416,3.82273014794452,20.37811870447854,0,100,22,14,4,2.388235294117647,56339.82,13598.89,7089.07,richness_4,8
41,5.0760000000000005,5.693765712217783,3.707082991771706,23.75886524822695,0,10,14,25,4,3.2346938775510203,6213.18,7335.26,19154.99,richness_2,2
41,5.0760000000000005,5.693765712217783,3.707082991771706,23.75886524822695,0,10,14,25,4,3.2346938775510203,6213.18,7335.26,19154.99,richness_3,6
41,5.0760000000000005,5.693765712217783,3.707082991771706,23.75886524822695,0,10,14,25,4,3.2346938775510203,6213.18,7335.26,19154.99,richness_4,8
56,3.306,5.0900065299038175,3.257010618206024,25.89231699939504,0,1,17,8,4,3.173076923076923,773.88,6514.69,3532.75,richness_2,1
56,3.306,5.0900065299038175,3.257010618206024,25.89231699939504,0,1,17,8,4,3.173076923076923,773.88,6514.69,3532.75,richness_3,6
56,3.306,5.0900065299038175,3.257010618206024,25.89231699939504,0,1,17,8,4,3.173076923076923,773.88,6514.69,3532.75,richness_4,6
94,6.42,6.026800059343715,5.705977901682522,79.75077881619937,2,36,19,5,3.7,2.558333333333333,27964.69,5300.4,4742.950000000001,richness_2,4
94,6.42,6.026800059343715,5.705977901682522,79.75077881619937,2,36,19,5,3.7,2.558333333333333,27964.69,5300.4,4742.950000000001,richness_3,5
94,6.42,6.026800059343715,5.705977901682522,79.75077881619937,2,36,19,5,3.7,2.558333333333333,27964.69,5300.4,4742.950000000001,richness_4,2
138,1.42,3.925999418556223,1.632268215499513,14.788732394366196,0,0,5,3,3.8,3.35,0,1237,1712.65,richness_2,0
138,1.42,3.925999418556223,1.632268215499513,14.788732394366196,0,0,5,3,3.8,3.35,0,1237,1712.65,richness_3,3
138,1.42,3.925999418556223,1.632268215499513,14.788732394366196,0,0,5,3,3.8,3.35,0,1237,1712.65,richness_4,3
142,0.888,3.304511041809953,1.2570106182060241,15.653153153153154,0,3,6,37,4,3.730434782608695,1558.83,2323,15222.47,richness_2,1
142,0.888,3.304511041809953,1.2570106182060241,15.653153153153154,0,3,6,37,4,3.730434782608695,1558.83,2323,15222.47,richness_3,5
142,0.888,3.304511041809953,1.2570106182060241,15.653153153153154,0,3,6,37,4,3.730434782608695,1558.83,2323,15222.47,richness_4,4
165,0.01,0.13750352374993502,0,0,0,2,98,12,3.5999999999999996,3.1392857142857147,1547.76,107976,15636,richness_2,1
165,0.01,0.13750352374993502,0,0,0,2,98,12,3.5999999999999996,3.1392857142857147,1547.76,107976,15636,richness_3,3
165,0.01,0.13750352374993502,0,0,0,2,98,12,3.5999999999999996,3.1392857142857147,1547.76,107976,15636,richness_4,1
98,2.6100000000000003,4.760220946466509,3.797012977836145,49.42528735632183,1,9,35,18,4,3.138709677419355,8017.71,13289.67,33894.91,richness_2,4
98,2.6100000000000003,4.760220946466509,3.797012977836145,49.42528735632183,1,9,35,18,4,3.138709677419355,8017.71,13289.67,33894.91,richness_3,8
98,2.6100000000000003,4.760220946466509,3.797012977836145,49.42528735632183,1,9,35,18,4,3.138709677419355,8017.71,13289.67,33894.91,richness_4,8
99,2.476,4.687060688339892,3.959770155211467,58.80452342487884,1,3,16,30,4,3.573469387755102,465,4058.52,60604.399999999994,richness_2,1
99,2.476,4.687060688339892,3.959770155211467,58.80452342487884,1,3,16,30,4,3.573469387755102,465,4058.52,60604.399999999994,richness_3,5
99,2.476,4.687060688339892,3.959770155211467,58.80452342487884,1,3,16,30,4,3.573469387755102,465,4058.52,60604.399999999994,richness_4,5
124,1.6,4.087462841250339,3.82781902461732,82.5,2,4,11,6,4,3.142857142857143,1857.76,2353.64,2210.45,richness_2,2
124,1.6,4.087462841250339,3.82781902461732,82.5,2,4,11,6,4,3.142857142857143,1857.76,2353.64,2210.45,richness_3,5
124,1.6,4.087462841250339,3.82781902461732,82.5,2,4,11,6,4,3.142857142857143,1857.76,2353.64,2210.45,richness_4,5
277,11.123,6.810314561497258,6.127839600075298,61.97069136024454,1,222,146,16,4,2.4458333333333333,210206.42,72835.75,10976.46,richness_2,6
277,11.123,6.810314561497258,6.127839600075298,61.97069136024454,1,222,146,16,4,2.4458333333333333,210206.42,72835.75,10976.46,richness_3,12
277,11.123,6.810314561497258,6.127839600075298,61.97069136024454,1,222,146,16,4,2.4458333333333333,210206.42,72835.75,10976.46,richness_4,8
319,10.196,6.685940148445977,6.4571345943180365,85.19027069438995,2,172,116,33,4,2.588785046728972,103330.51,190071.01,46500.99,richness_2,5
319,10.196,6.685940148445977,6.4571345943180365,85.19027069438995,2,172,116,33,4,2.588785046728972,103330.51,190071.01,46500.99,richness_3,11
319,10.196,6.685940148445977,6.4571345943180365,85.19027069438995,2,172,116,33,4,2.588785046728972,103330.51,190071.01,46500.99,richness_4,9
366,1.17,3.6667565918848033,3.523561956057013,89.74358974358975,2,27,19,4,4,2.512,21741.69,6455.740000000001,1036.8,richness_2,3
366,1.17,3.6667565918848033,3.523561956057013,89.74358974358975,2,27,19,4,4,2.512,21741.69,6455.740000000001,1036.8,richness_3,6
366,1.17,3.6667565918848033,3.523561956057013,89.74358974358975,2,27,19,4,4,2.512,21741.69,6455.740000000001,1036.8,richness_4,2
23,4.432,5.5020759560457915,5.5020759560457915,100,2,2,10,9,3.8,3.2523809523809524,928.88,3639.09,6628.1500000000005,richness_2,2
23,4.432,5.5020759560457915,5.5020759560457915,100,2,2,10,9,3.8,3.2523809523809524,928.88,3639.09,6628.1500000000005,richness_3,8
23,4.432,5.5020759560457915,5.5020759560457915,100,2,2,10,9,3.8,3.2523809523809524,928.88,3639.09,6628.1500000000005,richness_4,4
2,34.232000000000006,8.423410093269615,8.41201933722131,99.21126431409208,2,303,81,31,4,2.701686746987952,223471.11,30656.84,36160.85,richness_2,4
2,34.232000000000006,8.423410093269615,8.41201933722131,99.21126431409208,2,303,81,31,4,2.701686746987952,223471.11,30656.84,36160.85,richness_3,6
2,34.232000000000006,8.423410093269615,8.41201933722131,99.21126431409208,2,303,81,31,4,2.701686746987952,223471.11,30656.84,36160.85,richness_4,4
14,1.48,3.981852653289741,3.981852653289741,100,2,10,12,4,3.7,2.9038461538461537,4390.13,3603.64,2118.61,richness_2,3
14,1.48,3.981852653289741,3.981852653289741,100,2,10,12,4,3.7,2.9038461538461537,4390.13,3603.64,2118.61,richness_3,6
14,1.48,3.981852653289741,3.981852653289741,100,2,10,12,4,3.7,2.9038461538461537,4390.13,3603.64,2118.61,richness_4,3
117,3.308,5.090853430451113,3.1009776477248208,22.914147521160825,0,6,8,10,4,3.1875,11987.76,5731,9254.06,richness_2,2
117,3.308,5.090853430451113,3.1009776477248208,22.914147521160825,0,6,8,10,4,3.1875,11987.76,5731,9254.06,richness_3,4
117,3.308,5.090853430451113,3.1009776477248208,22.914147521160825,0,6,8,10,4,3.1875,11987.76,5731,9254.06,richness_4,4
144,0.79,3.1538053360790355,1.84799690655495,32.91139240506329,1,7,13,3,3.8,2.8260869565217392,10869.14,5245.28,1471.74,richness_2,3
144,0.79,3.1538053360790355,1.84799690655495,32.91139240506329,1,7,13,3,3.8,2.8260869565217392,10869.14,5245.28,1471.74,richness_3,5
144,0.79,3.1538053360790355,1.84799690655495,32.91139240506329,1,7,13,3,3.8,2.8260869565217392,10869.14,5245.28,1471.74,richness_4,2
145,0.061,0.6870606883398922,0.6870606883398922,100,2,0,2,1,3.7,3.3333333333333335,0,1397,91.4,richness_2,0
145,0.061,0.6870606883398922,0.6870606883398922,100,2,0,2,1,3.7,3.3333333333333335,0,1397,91.4,richness_3,2
145,0.061,0.6870606883398922,0.6870606883398922,100,2,0,2,1,3.7,3.3333333333333335,0,1397,91.4,richness_4,1
170,2.436,4.664482840364682,3.0669502439246266,30.295566502463057,1,0,9,5,4,3.307142857142857,0,7359,4537.5,richness_2,0
170,2.436,4.664482840364682,3.0669502439246266,30.295566502463057,1,0,9,5,4,3.307142857142857,0,7359,4537.5,richness_3,3
170,2.436,4.664482840364682,3.0669502439246266,30.295566502463057,1,0,9,5,4,3.307142857142857,0,7359,4537.5,richness_4,3
78,1.92,4.336283387864432,1.963474123974886,15.104166666666666,0,14,9,8,4,2.803225806451613,10382.01,4078.9,4224.56,richness_2,3
78,1.92,4.336283387864432,1.963474123974886,15.104166666666666,0,14,9,8,4,2.803225806451613,10382.01,4078.9,4224.56,richness_3,6
78,1.92,4.336283387864432,1.963474123974886,15.104166666666666,0,14,9,8,4,2.803225806451613,10382.01,4078.9,4224.56,richness_4,4
146,6.022,5.935931139752267,5.760753208062987,88.37595483228164,2,222,23,37,3.8,2.673049645390071,162705.25,13898.8,21197.26,richness_2,3
146,6.022,5.935931139752267,5.760753208062987,88.37595483228164,2,222,23,37,3.8,2.673049645390071,162705.25,13898.8,21197.26,richness_3,8
146,6.022,5.935931139752267,5.760753208062987,88.37595483228164,2,222,23,37,3.8,2.673049645390071,162705.25,13898.8,21197.26,richness_4,4
412,1.73,4.19377174339668,2.74416109557041,32.947976878612714,1,12,17,2,3.8,2.693548387096774,10416.1,3823.73,550.23,richness_2,2
412,1.73,4.19377174339668,2.74416109557041,32.947976878612714,1,12,17,2,3.8,2.693548387096774,10416.1,3823.73,550.23,richness_3,7
412,1.73,4.19377174339668,2.74416109557041,32.947976878612714,1,12,17,2,3.8,2.693548387096774,10416.1,3823.73,550.23,richness_4,2
421,1.865,4.296457407371244,3.439623137557117,52.81501340482574,1,87,45,31,4,2.7030674846625766,86675.89,37913.17,13308.16,richness_2,3
421,1.865,4.296457407371244,3.439623137557117,52.81501340482574,1,87,45,31,4,2.7030674846625766,86675.89,37913.17,13308.16,richness_3,7
421,1.865,4.296457407371244,3.439623137557117,52.81501340482574,1,87,45,31,4,2.7030674846625766,86675.89,37913.17,13308.16,richness_4,3
429,1.71,4.177917792195843,4.177917792195843,100,2,4,19,4,4,3.062962962962963,2078.44,4480.4,2041.71,richness_2,1
429,1.71,4.177917792195843,4.177917792195843,100,2,4,19,4,4,3.062962962962963,2078.44,4480.4,2041.71,richness_3,5
429,1.71,4.177917792195843,4.177917792195843,100,2,4,19,4,4,3.062962962962963,2078.44,4480.4,2041.71,richness_4,4
382,1.17,3.6667565918848033,3.4724877714627436,86.32478632478633,2,0,10,0,3.4000000000000004,3.12,0,2220.64,0,richness_2,0
382,1.17,3.6667565918848033,3.4724877714627436,86.32478632478633,2,0,10,0,3.4000000000000004,3.12,0,2220.64,0,richness_3,4
382,1.17,3.6667565918848033,3.4724877714627436,86.32478632478633,2,0,10,0,3.4000000000000004,3.12,0,2220.64,0,richness_4,0
423,0.169,1.4276061727818996,1.4276061727818996,100,2,2,4,27,3.8,3.60909090909091,1999.92,835.0699999999999,11684.56,richness_2,1
423,0.169,1.4276061727818996,1.4276061727818996,100,2,2,4,27,3.8,3.60909090909091,1999.92,835.0699999999999,11684.56,richness_3,3
423,0.169,1.4276061727818996,1.4276061727818996,100,2,2,4,27,3.8,3.60909090909091,1999.92,835.0699999999999,11684.56,richness_4,4
163,2.9,4.906890595608519,2.765534746362977,20,0,0,6,6,3.7,3.358333333333333,0,2249,2814.3,richness_2,0
163,2.9,4.906890595608519,2.765534746362977,20,0,0,6,6,3.7,3.358333333333333,0,2249,2814.3,richness_3,4
163,2.9,4.906890595608519,2.765534746362977,20,0,0,6,6,3.7,3.358333333333333,0,2249,2814.3,richness_4,3
194,2.928,4.920293300211007,4.3348542693316325,65.50546448087432,1,16,12,15,4,3.1209302325581394,12127.81,4016,8600.37,richness_2,2
194,2.928,4.920293300211007,4.3348542693316325,65.50546448087432,1,16,12,15,4,3.1209302325581394,12127.81,4016,8600.37,richness_3,4
194,2.928,4.920293300211007,4.3348542693316325,65.50546448087432,1,16,12,15,4,3.1209302325581394,12127.81,4016,8600.37,richness_4,6
219,0.94,3.3785116232537296,1.5360529002402097,20.21276595744681,0,0,23,11,3.8,3.420588235294118,0,8974.64,5443.37,richness_2,0
219,0.94,3.3785116232537296,1.5360529002402097,20.21276595744681,0,0,23,11,3.8,3.420588235294118,0,8974.64,5443.37,richness_3,6
219,0.94,3.3785116232537296,1.5360529002402097,20.21276595744681,0,0,23,11,3.8,3.420588235294118,0,8974.64,5443.37,richness_4,4
291,0.418,2.372952097911829,1.1890338243900171,30.62200956937799,1,80,3,4,4,2.2275862068965515,108461.28,542,1429.03,richness_2,2
291,0.418,2.372952097911829,1.1890338243900171,30.62200956937799,1,80,3,4,4,2.2275862068965515,108461.28,542,1429.03,richness_3,2
291,0.418,2.372952097911829,1.1890338243900171,30.62200956937799,1,80,3,4,4,2.2275862068965515,108461.28,542,1429.03,richness_4,3
221,4.163,5.413797150189212,4.24260250592898,43.06990151333173,1,10,6,5,3.8,2.6666666666666665,5196.1,3630.89,1528.97,richness_2,1
221,4.163,5.413797150189212,4.24260250592898,43.06990151333173,1,10,6,5,3.8,2.6666666666666665,5196.1,3630.89,1528.97,richness_3,3
221,4.163,5.413797150189212,4.24260250592898,43.06990151333173,1,10,6,5,3.8,2.6666666666666665,5196.1,3630.89,1528.97,richness_4,4
201,5.34,5.765534746362977,4.990954860396993,57.67790262172285,1,63,88,11,4,2.629012345679012,78346.31,52555.219999999994,6175.17,richness_2,6
201,5.34,5.765534746362977,4.990954860396993,57.67790262172285,1,63,88,11,4,2.629012345679012,78346.31,52555.219999999994,6175.17,richness_3,9
201,5.34,5.765534746362977,4.990954860396993,57.67790262172285,1,63,88,11,4,2.629012345679012,78346.31,52555.219999999994,6175.17,richness_4,5
280,0.872,3.2809563138310565,3.2809563138310565,100,2,0,8,1,3.7,3.177777777777778,0,2699,91.4,richness_2,0
280,0.872,3.2809563138310565,3.2809563138310565,100,2,0,8,1,3.7,3.177777777777778,0,2699,91.4,richness_3,3
280,0.872,3.2809563138310565,3.2809563138310565,100,2,0,8,1,3.7,3.177777777777778,0,2699,91.4,richness_4,1
285,2.18,4.5109619192773796,3.321928094887362,41.28440366972477,1,6,14,4,4,2.966666666666667,3626.2,5413.53,1372.4,richness_2,2
285,2.18,4.5109619192773796,3.321928094887362,41.28440366972477,1,6,14,4,4,2.966666666666667,3626.2,5413.53,1372.4,richness_3,6
285,2.18,4.5109619192773796,3.321928094887362,41.28440366972477,1,6,14,4,4,2.966666666666667,3626.2,5413.53,1372.4,richness_4,2
198,3.44,5.145677455195635,3.733354340613827,35.75581395348838,1,9,16,16,4,3.1463414634146343,6682.46,4724.02,8116.45,richness_2,3
198,3.44,5.145677455195635,3.733354340613827,35.75581395348838,1,9,16,16,4,3.1463414634146343,6682.46,4724.02,8116.45,richness_3,6
198,3.44,5.145677455195635,3.733354340613827,35.75581395348838,1,9,16,16,4,3.1463414634146343,6682.46,4724.02,8116.45,richness_4,5
306,34.807,8.447372562961556,3.33199177823206,2.605797684373833,0,146,33,12,4,2.3078534031413613,83495.40000000001,13146.94,7915.81,richness_2,3
306,34.807,8.447372562961556,3.33199177823206,2.605797684373833,0,146,33,12,4,2.3078534031413613,83495.40000000001,13146.94,7915.81,richness_3,3
