area_bin,perWV,season,metric,mean_value,sd,lower,upper
Small,19.191919191919194,Winter,Abundance,3.9619790687453453,0.051128600776581656,3.9108504679687637,4.013107669521927
Small,20.202020202020204,Summer,Richness,2.1668472883040697,0.12777149748799269,2.039075790816077,2.2946187857920624
Small,20.202020202020204,Summer,Abundance,3.799682534425861,0.14000942628808744,3.6596731081377736,3.9396919607139487
Small,20.202020202020204,Winter,Richness,2.0394842669613396,0.12631196558941146,1.9131723013719282,2.165796232550751
Small,20.202020202020204,Winter,Abundance,3.9549800275075153,0.057385803145513066,3.897594224362002,4.012365830653028
Small,21.212121212121215,Summer,Richness,2.165108892937819,0.12932395633628885,2.03578493660153,2.2944328492741075
Small,21.212121212121215,Summer,Abundance,3.793573245858443,0.14553615618697407,3.648037089671469,3.9391094020454167
Small,21.212121212121215,Winter,Richness,2.0397877259254025,0.127590074429301,1.9121976514961014,2.1673778003547035
Small,21.212121212121215,Winter,Abundance,3.9479809862696853,0.06364300551444455,3.884337980755241,4.01162399178413
Small,22.222222222222225,Summer,Richness,2.1633704975715684,0.13087641518458518,2.0324940823869833,2.2942469127561536
Small,22.222222222222225,Summer,Abundance,3.7874639572910245,0.1510628860858608,3.6364010712051638,3.938526843376885
Small,22.222222222222225,Winter,Richness,2.040091184889466,0.12886818326919072,1.9112230016202751,2.1689593681586565
Small,22.222222222222225,Winter,Abundance,3.9409819450318553,0.06990020788337586,3.8710817371484794,4.010882152915231
Small,23.232323232323235,Summer,Richness,2.1616321022053175,0.13242887403288137,2.0292032281724364,2.2940609762381987
Small,23.232323232323235,Summer,Abundance,3.7813546687236066,0.15658961598474747,3.624765052738859,3.937944284708354
Small,23.232323232323235,Winter,Richness,2.0403946438535288,0.13014629210908027,1.9102483517444484,2.170540935962609
Small,23.232323232323235,Winter,Abundance,3.9339829037940257,0.0761574102523075,3.857825493541718,4.010140314046334
Small,24.242424242424242,Summer,Richness,2.159893706839067,0.13398133288117767,2.0259123739578895,2.2938750397202448
Small,24.242424242424242,Summer,Abundance,3.775245380156188,0.16211634588363413,3.6131290342725535,3.937361726039822
Small,24.242424242424242,Winter,Richness,2.040698102817592,0.13142440094896998,1.909273701868622,2.172122503766562
Small,24.242424242424242,Winter,Abundance,3.926983862556196,0.08241461262123886,3.844569249934957,4.009398475177435
Small,25.252525252525253,Summer,Richness,2.1581553114728167,0.13553379172947397,2.0226215197433426,2.293689103202291
Small,25.252525252525253,Summer,Abundance,3.7691360915887695,0.1676430757825208,3.601493015806249,3.93677916737129
Small,25.252525252525253,Winter,Richness,2.041001561781655,0.13270250978885953,1.9082990519927956,2.1737040715705147
Small,25.252525252525253,Winter,Abundance,3.919984821318366,0.08867181499017034,3.831313006328196,4.008656636308537
Small,26.262626262626263,Summer,Richness,2.156416916106566,0.13708625057777019,2.0193306655287957,2.293503166684336
Small,26.262626262626263,Summer,Abundance,3.7630268030213516,0.1731698056814075,3.589856997339944,3.936196608702759
Small,26.262626262626263,Winter,Richness,2.0413050207457184,0.13398061862874927,1.907324402116969,2.1752856393744677
Small,26.262626262626263,Winter,Abundance,3.912985780080536,0.09492901735910184,3.8180567627214343,4.007914797439638
Small,27.272727272727273,Summer,Richness,2.1546785207403154,0.1386387094260665,2.016039811314249,2.293317230166382
Small,27.272727272727273,Summer,Abundance,3.756917514453933,0.17869653558029416,3.5782209788736385,3.935614050034227
Small,27.272727272727273,Winter,Richness,2.0416084797097818,0.13525872746863882,1.906349752241143,2.1768672071784207
Small,27.272727272727273,Winter,Abundance,3.905986738842706,0.10118621972803325,3.8048005191146728,4.007172958570739
Small,28.282828282828284,Summer,Richness,2.1529401253740645,0.14019116827436268,2.012748957099702,2.293131293648427
Small,28.282828282828284,Summer,Abundance,3.750808225886515,0.18422326547918083,3.5665849604073343,3.9350314913656956
Small,28.282828282828284,Winter,Richness,2.0419119386738447,0.13653683630852848,1.9053751023653163,2.1784487749823733
Small,28.282828282828284,Winter,Abundance,3.898987697604876,0.10744342209696471,3.791544275507911,4.0064311197018405
Small,29.292929292929294,Summer,Richness,2.151201730007814,0.14174362712265892,2.009458102885155,2.292945357130473
Small,29.292929292929294,Summer,Abundance,3.7446989373190966,0.18974999537806753,3.554948941941029,3.934448932697164
Small,29.292929292929294,Winter,Richness,2.042215397637908,0.1378149451484181,1.90440045248949,2.1800303427863263
Small,29.292929292929294,Winter,Abundance,3.8919886563670465,0.11370062446589614,3.7782880319011505,4.005689280832943
Small,30.303030303030305,Summer,Richness,2.1494633346415633,0.14329608597095508,2.006167248670608,2.2927594206125184
Small,30.303030303030305,Summer,Abundance,3.7385896487516783,0.19527672527695422,3.543312923474724,3.9338663740286326
Small,30.303030303030305,Winter,Richness,2.042518856601971,0.13909305398830765,1.9034258026136632,2.1816119105902785
Small,30.303030303030305,Winter,Abundance,3.8849896151292165,0.1199578268348276,3.765031788294389,4.0049474419640445
Small,31.313131313131315,Summer,Richness,2.1477249392753124,0.1448485448192514,2.002876394456061,2.292573484094564
Small,31.313131313131315,Summer,Abundance,3.73248036018426,0.20080345517584086,3.5316769050084194,3.9332838153601006
Small,31.313131313131315,Winter,Richness,2.0428223155660343,0.14037116282819737,1.902451152737837,2.1831934783942315
Small,31.313131313131315,Winter,Abundance,3.877990573891387,0.1262150292037591,3.7517755446876278,4.004205603095146
Small,32.323232323232325,Summer,Richness,2.145986543909062,0.14640100366754757,1.9995855402415144,2.2923875475766096
Small,32.323232323232325,Summer,Abundance,3.7263710716168417,0.20633018507472758,3.5200408865421142,3.932701256691569
Small,32.323232323232325,Winter,Richness,2.0431257745300972,0.14164927166808688,1.9014765028620104,2.184775046198184
Small,32.323232323232325,Winter,Abundance,3.870991532653557,0.1324722315726905,3.738519301080866,4.003463764226248
Small,33.333333333333336,Summer,Richness,2.144248148542811,0.1479534625158439,1.9962946860269672,2.292201611058655
Small,33.333333333333336,Summer,Abundance,3.7202617830494233,0.21185691497361425,3.508404868075809,3.9321186980230376
Small,33.333333333333336,Winter,Richness,2.0434292334941606,0.14292738050797665,1.900501852986184,2.186356614002137
Small,33.333333333333336,Winter,Abundance,3.8639924914157273,0.13872943394162196,3.7252630574741055,4.002721925357349
Small,34.343434343434346,Summer,Richness,2.1425097531765602,0.1495059213641401,1.9930038318124201,2.2920156745407003
Small,34.343434343434346,Summer,Abundance,3.714152494482005,0.21738364487250095,3.496768849609504,3.931536139354506
Small,34.343434343434346,Winter,Richness,2.0437326924582235,0.14420548934786617,1.8995272031103574,2.1879381818060897
Small,34.343434343434346,Winter,Abundance,3.856993450177897,0.14498663631055345,3.7120068138673434,4.001980086488451
Small,35.35353535353536,Summer,Richness,2.14077135781031,0.15105838021243642,1.9897129775978735,2.2918297380227464
Small,35.35353535353536,Summer,Abundance,3.7080432059145867,0.22291037477138764,3.485132831143199,3.9309535806859746
Small,35.35353535353536,Winter,Richness,2.044036151422287,0.1454835981877559,1.898552553234531,2.1895197496100427
Small,35.35353535353536,Winter,Abundance,3.849994408940067,0.15124383867948493,3.698750570260582,4.001238247619551
Small,36.36363636363637,Summer,Richness,2.1390329624440594,0.15261083906073278,1.9864221233833266,2.291643801504792
Small,36.36363636363637,Summer,Abundance,3.7019339173471684,0.22843710467027428,3.473496812676894,3.9303710220174426
Small,36.36363636363637,Winter,Richness,2.04433961038635,0.14676170702764543,1.8975779033587044,2.1911013174139953
Small,36.36363636363637,Winter,Abundance,3.8429953677022373,0.15750104104841636,3.6854943266538207,4.000496408750654
Small,37.37373737373738,Summer,Richness,2.1372945670778085,0.1541632979090289,1.9831312691687797,2.2914578649868376
Small,37.37373737373738,Summer,Abundance,3.69582462877975,0.23396383456916098,3.461860794210589,3.929788463348911
Small,37.37373737373738,Winter,Richness,2.044643069350413,0.1480398158675352,1.896603253482878,2.1926828852179483
Small,37.37373737373738,Winter,Abundance,3.8359963264644077,0.16375824341734777,3.67223808304706,3.9997545698817554
Small,38.38383838383839,Summer,Richness,2.135556171711558,0.15571575675732527,1.9798404149542328,2.291271928468883
Small,38.38383838383839,Summer,Abundance,3.6897153402123317,0.23949056446804765,3.450224775744284,3.9292059046803796
Small,38.38383838383839,Winter,Richness,2.0449465283144765,0.14931792470742475,1.8956286036070518,2.1942644530219013
Small,38.38383838383839,Winter,Abundance,3.8289972852265777,0.17001544578627922,3.6589818394402984,3.999012731012857
Small,39.3939393939394,Summer,Richness,2.1338177763453072,0.15726821560562138,1.976549560739686,2.2910859919509288
Small,39.3939393939394,Summer,Abundance,3.683606051644914,0.24501729436693429,3.4385887572779796,3.928623346011848
Small,39.3939393939394,Winter,Richness,2.0452499872785395,0.15059603354731446,1.894653953731225,2.195846020825854
Small,39.3939393939394,Winter,Abundance,3.8219982439887477,0.1762726481552107,3.645725595833537,3.9982708921439585
Small,40.40404040404041,Summer,Richness,2.132079380979057,0.15882067445391776,1.973258706525139,2.2909000554329744
Small,40.40404040404041,Summer,Abundance,3.677496763077495,0.250544024265821,3.426952738811674,3.928040787343316
Small,40.40404040404041,Winter,Richness,2.045553446242603,0.151874142387204,1.8936793038553987,2.197427588629807
Small,40.40404040404041,Winter,Abundance,3.814999202750918,0.18252985052414217,3.632469352226776,3.99752905327506
Small,41.41414141414142,Summer,Richness,2.130340985612806,0.16037313330221392,1.969967852310592,2.29071411891502
Small,41.41414141414142,Summer,Abundance,3.671387474510077,0.2560707541647077,3.4153167203453694,3.927458228674785
Small,41.41414141414142,Winter,Richness,2.0458569052066657,0.1531522512270938,1.892704653979572,2.1990091564337595
Small,41.41414141414142,Winter,Abundance,3.8080001615130876,0.1887870528930736,3.619213108620014,3.996787214406161
Small,42.42424242424243,Summer,Richness,2.1286025902465555,0.16192559215051017,1.9666769980960455,2.2905281823970656
Small,42.42424242424243,Summer,Abundance,3.665278185942659,0.2615974840635943,3.4036807018790647,3.926875670006253
Small,42.42424242424243,Winter,Richness,2.046160364170729,0.15443036006698332,1.8917300041037457,2.2005907242377125
Small,42.42424242424243,Winter,Abundance,3.801001120275258,0.19504425526200508,3.605956865013253,3.996045375537263
Small,43.43434343434344,Summer,Richness,2.1268641948803046,0.16347805099880633,1.9633861438814983,2.290342245879111
Small,43.43434343434344,Summer,Abundance,3.6591688973752405,0.267124213962481,3.3920446834127596,3.9262931113377215
Small,43.43434343434344,Winter,Richness,2.046463823134792,0.1557084689068731,1.890755354227919,2.202172292041665
Small,43.43434343434344,Winter,Abundance,3.794002079037428,0.20130145763093651,3.5927006214064914,3.9953035366683647
Small,44.44444444444445,Summer,Richness,2.1251257995140542,0.16503050984710266,1.9600952896669517,2.2901563093611568
Small,44.44444444444445,Summer,Abundance,3.653059608807822,0.27265094386136773,3.3804086649464544,3.92571055266919
Small,44.44444444444445,Winter,Richness,2.0467672820988554,0.15698657774676264,1.8897807043520927,2.203753859845618
Small,44.44444444444445,Winter,Abundance,3.7870030377995985,0.20755865999986797,3.5794443777997307,3.9945616977994662
Small,45.45454545454546,Summer,Richness,2.1233874041478034,0.16658296869539882,1.9568044354524046,2.2899703728432024
Small,45.45454545454546,Summer,Abundance,3.646950320240404,0.27817767376025443,3.3687726464801493,3.9251279940006585
Small,45.45454545454546,Winter,Richness,2.0470707410629183,0.15826468658665238,1.888806054476266,2.2053354276495707
Small,45.45454545454546,Winter,Abundance,3.7800039965617684,0.21381586236879943,3.566188134192969,3.993819858930568
Small,46.46464646464647,Summer,Richness,2.121649008781553,0.16813542754369518,1.9535135812378577,2.289784436325248
Small,46.46464646464647,Summer,Abundance,3.6408410316729856,0.2837044036591411,3.3571366280138446,3.9245454353321265
Small,46.46464646464647,Winter,Richness,2.0473742000269817,0.15954279542654193,1.8878314046004396,2.2069169954535237
Small,46.46464646464647,Winter,Abundance,3.773004955323939,0.22007306473773092,3.552931890586208,3.99307802006167
Small,47.47474747474748,Summer,Richness,2.119910613415302,0.16968788639199145,1.9502227270233106,2.2895984998072936
Small,47.47474747474748,Summer,Abundance,3.6347317431055672,0.2892311335580278,3.3455006095475395,3.923962876663595
Small,47.47474747474748,Winter,Richness,2.047677658991045,0.16082090426643167,1.8868567547246133,2.2084985632574767
Small,47.47474747474748,Winter,Abundance,3.766005914086109,0.22633026710666238,3.5396756469794464,3.9923361811927713
Small,48.484848484848484,Summer,Richness,2.1181722180490516,0.17124034524028764,1.9469318728087641,2.289412563289339
Small,48.484848484848484,Summer,Abundance,3.6286224545381494,0.2947578634569144,3.333864591081235,3.923380317995064
Small,48.484848484848484,Winter,Richness,2.047981117955108,0.16209901310632122,1.8858821048487868,2.2100801310614293
Small,48.484848484848484,Winter,Abundance,3.759006872848279,0.23258746947559375,3.5264194033726852,3.9915943423238724
Small,49.494949494949495,Summer,Richness,2.116433822682801,0.172792804088584,1.9436410185942168,2.2892266267713848
Small,49.494949494949495,Summer,Abundance,3.6225131659707306,0.3002845933558011,3.3222285726149297,3.9227977593265315
Small,49.494949494949495,Winter,Richness,2.0482845769191713,0.16337712194621093,1.8849074549729603,2.2116616988653823
Small,49.494949494949495,Winter,Abundance,3.7520078316104493,0.23884467184452518,3.513163159765924,3.9908525034549744
Small,50.505050505050505,Summer,Richness,2.1146954273165504,0.17434526293688016,1.9403501643796701,2.2890406902534304
Small,50.505050505050505,Summer,Abundance,3.6164038774033127,0.30581132325468774,3.310592554148625,3.9222152006580004
Small,50.505050505050505,Winter,Richness,2.0485880358832342,0.16465523078610045,1.8839328050971338,2.213243266669335
Small,50.505050505050505,Winter,Abundance,3.7450087903726192,0.24510187421345667,3.4999069161591625,3.990110664586076
Small,51.515151515151516,Summer,Richness,2.1129570319502995,0.1758977217851765,1.937059310165123,2.288854753735476
Small,51.515151515151516,Summer,Abundance,3.6102945888358944,0.31133805315357443,3.29895653568232,3.921632641989469
Small,51.515151515151516,Winter,Richness,2.0488914948472976,0.1659333396259902,1.8829581552213075,2.214824834473288
Small,51.515151515151516,Winter,Abundance,3.7380097491347892,0.2513590765823881,3.4866506725524014,3.989368825717177
Small,52.525252525252526,Summer,Richness,2.111218636584049,0.1774501806334727,1.9337684559505763,2.2886688172175216
Small,52.525252525252526,Summer,Abundance,3.604185300268476,0.31686478305246113,3.287320517216015,3.921050083320937
Small,52.525252525252526,Winter,Richness,2.0491949538113605,0.16721144846587974,1.8819835053454808,2.21640640227724
Small,52.525252525252526,Winter,Abundance,3.7310107078969597,0.25761627895131956,3.47339442894564,3.988626986848279
Small,53.535353535353536,Summer,Richness,2.109480241217798,0.1790026394817689,1.9304776017360292,2.288482880699567
Small,53.535353535353536,Summer,Abundance,3.5980760117010577,0.3223915129513478,3.27568449874971,3.9204675246524054
Small,53.535353535353536,Winter,Richness,2.049498412775424,0.16848955730576948,1.8810088554696545,2.2179879700811935
Small,53.535353535353536,Winter,Abundance,3.7240116666591296,0.263873481320251,3.4601381853388786,3.9878851479793807
Small,54.54545454545455,Summer,Richness,2.107741845851548,0.18055509833006506,1.9271867475214828,2.288296944181613
Small,54.54545454545455,Summer,Abundance,3.5919667231336394,0.32791824285023446,3.264048480283405,3.919884965983874
Small,54.54545454545455,Winter,Richness,2.049801871739487,0.16976766614565902,1.8800342055938277,2.2195695378851457
Small,54.54545454545455,Winter,Abundance,3.7170126254212996,0.27013068368918247,3.446881941732117,3.987143309110482
Small,55.55555555555556,Summer,Richness,2.106003450485297,0.1821075571783614,1.9238958933069354,2.2881110076636584
Small,55.55555555555556,Summer,Abundance,3.585857434566221,0.33344497274912116,3.2524124618170998,3.9193024073153424
Small,55.55555555555556,Winter,Richness,2.05010533070355,0.17104577498554877,1.8790595557180014,2.221151105689099
Small,55.55555555555556,Winter,Abundance,3.7100135841834696,0.27638788605811393,3.433625698125356,3.9864014702415833
Small,56.56565656565657,Summer,Richness,2.1042650551190465,0.18366001602665757,1.920605039092389,2.287925071145704
Small,56.56565656565657,Summer,Abundance,3.5797481459988028,0.33897170264800786,3.240776443350795,3.9187198486468104
Small,56.56565656565657,Winter,Richness,2.050408789667613,0.1723238838254383,1.8780849058421747,2.2227326734930513
Small,56.56565656565657,Winter,Abundance,3.7030145429456396,0.28264508842704544,3.4203694545185943,3.985659631372685
Small,57.57575757575758,Summer,Richness,2.1025266597527956,0.18521247487495393,1.9173141848778417,2.2877391346277496
Small,57.57575757575758,Summer,Abundance,3.5736388574313844,0.3444984325468945,3.22914042488449,3.918137289978279
Small,57.57575757575758,Winter,Richness,2.0507122486316764,0.17360199266532786,1.8771102559663486,2.2243142412970043
Small,57.57575757575758,Winter,Abundance,3.69601550170781,0.2889022907959769,3.407113210911833,3.984917792503787
Small,58.58585858585859,Summer,Richness,2.100788264386545,0.18676493372325015,1.914023330663295,2.287553198109795
Small,58.58585858585859,Summer,Abundance,3.567529568863966,0.3500251624457812,3.217504406418185,3.9175547313097474
Small,58.58585858585859,Winter,Richness,2.05101570759574,0.17488010150521757,1.8761356060905223,2.2258958091009573
Small,58.58585858585859,Winter,Abundance,3.6890164604699804,0.2951594931649083,3.393856967305072,3.984175953634889
Small,59.5959595959596,Summer,Richness,2.0990498690202943,0.18831739257154642,1.9107324764487479,2.287367261591841
Small,59.5959595959596,Summer,Abundance,3.561420280296548,0.35555189234466794,3.2058683879518797,3.916972172641216
Small,59.5959595959596,Winter,Richness,2.0513191665598027,0.17615821034510712,1.8751609562146956,2.22747737690491
Small,59.5959595959596,Winter,Abundance,3.6820174192321504,0.3014166955338397,3.380600723698311,3.98343411476599
Small,60.60606060606061,Summer,Richness,2.097311473654044,0.18986985141984275,1.9074416222342012,2.287181325073887
Small,60.60606060606061,Summer,Abundance,3.5553109917291295,0.3610786222435546,3.194232369485575,3.916389613972684
Small,60.60606060606061,Winter,Richness,2.051622625523866,0.17743631918499683,1.8741863063388693,2.229058944708863
Small,60.60606060606061,Winter,Abundance,3.6750183779943204,0.3076738979027713,3.3673444800915493,3.9826922758970915
Small,61.61616161616162,Summer,Richness,2.095573078287793,0.1914223102681389,1.904150768019654,2.286995388555932
Small,61.61616161616162,Summer,Abundance,3.5492017031617116,0.3666053521424413,3.1825963510192703,3.915807055304153
Small,61.61616161616162,Winter,Richness,2.051926084487929,0.1787144280248864,1.8732116564630426,2.2306405125128155
Small,61.61616161616162,Winter,Abundance,3.6680193367564904,0.3139311002717026,3.3540882364847877,3.981950437028193
Small,62.62626262626263,Summer,Richness,2.0938346829215426,0.19297476911643524,1.9008599138051074,2.286809452037978
Small,62.62626262626263,Summer,Abundance,3.5430924145942932,0.3721320820413279,3.170960332552965,3.9152244966356213
Small,62.62626262626263,Winter,Richness,2.0522295434519924,0.1799925368647761,1.8722370065872163,2.2322220803167685
Small,62.62626262626263,Winter,Abundance,3.661020295518661,0.3201883026406341,3.3408319928780266,3.981208598159295
Small,63.63636363636364,Summer,Richness,2.0920962875552918,0.19452722796473143,1.8975690595905603,2.286623515520023
Small,63.63636363636364,Summer,Abundance,3.5369831260268745,0.3776588119402146,3.15932431408666,3.914641937967089
Small,63.63636363636364,Winter,Richness,2.0525330024160553,0.1812706457046657,1.8712623567113895,2.233803648120721
Small,63.63636363636364,Winter,Abundance,3.654021254280831,0.32644550500956554,3.3275757492712654,3.980466759290396
Small,64.64646464646465,Summer,Richness,2.0903578921890413,0.19607968681302765,1.8942782053760137,2.286437579002069
Small,64.64646464646465,Summer,Abundance,3.530873837459456,0.3831855418391013,3.147688295620355,3.9140593792985574
